created_at,temperature,humidity,motion,gas,alarm,is_night,motion_duration_sec,class,reason
2026-06-21T23:00:00,36.6,58.0,0,0,1,True,0,2,hot
2026-06-21T23:00:02,27.6,84.0,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:04,35.2,52.4,0,0,1,True,0,2,hot
2026-06-21T23:00:06,22.5,59.1,1,0,1,True,102,3,night_intrusion
2026-06-21T23:00:08,28.5,81.5,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:10,26.4,52.1,1,0,1,True,9,2,night_sustained_motion
2026-06-21T23:00:12,37.3,51.6,0,0,1,True,0,2,hot
2026-06-21T23:00:14,24.7,85.7,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:16,24.6,84.7,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:18,35.8,54.1,0,0,1,True,0,2,hot
2026-06-21T23:00:20,35,62.4,1,0,1,True,68,3,night_intrusion
2026-06-21T23:00:22,26.2,83.7,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:24,27.1,44.0,1,0,1,True,83,3,night_intrusion
2026-06-21T23:00:26,35.3,82.8,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:28,36.4,81.2,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:30,35.0,85.1,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:32,27.1,53.6,1,0,1,True,14,2,night_sustained_motion
2026-06-21T23:00:34,35.4,62.3,0,0,1,True,0,2,hot
2026-06-21T23:00:36,26.6,81.7,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:38,35.7,57.7,0,0,1,True,0,2,hot
2026-06-21T23:00:40,36.5,53.1,0,0,1,True,0,2,hot
2026-06-21T23:00:42,26.4,80,0,0,1,True,0,2,critical_humidity
2026-06-21T23:00:44,37.4,82.3,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:46,35.4,55.7,0,0,1,True,0,2,hot
2026-06-21T23:00:48,36.2,80,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:50,37.4,55.4,0,0,1,True,0,2,hot
2026-06-21T23:00:52,35.3,84.5,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:54,39.9,80.9,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:56,37.4,80.3,0,0,1,True,0,2,hot_humid
2026-06-21T23:00:58,35.8,61.6,0,0,1,True,0,2,hot
2026-06-21T23:01:00,35.2,52.4,1,0,1,True,8,2,hot
