created_at,temperature,humidity,motion,gas,alarm,is_night,motion_duration_sec,class,reason
2026-06-21T23:00:00,37.3,58.6,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:00:02,25.7,49.7,1,0,1,True,38,3,night_intrusion
2026-06-21T23:00:04,26.1,56.9,1,1,1,True,47,3,gas_and_intrusion
2026-06-21T23:00:06,25.9,47.7,1,0,1,True,29,3,night_intrusion
2026-06-21T23:00:08,25.6,50.6,0,1,1,True,0,3,gas_only
2026-06-21T23:00:10,25.9,52.5,0,1,1,True,0,3,gas_only
2026-06-21T23:00:12,26.0,51.9,0,1,1,True,0,3,gas_only
2026-06-21T23:00:14,27.7,66.7,0,1,1,True,0,3,gas_only
2026-06-21T23:00:16,26.7,62.8,1,0,1,True,55,3,night_intrusion
2026-06-21T23:00:18,25.9,52.0,0,1,1,True,0,3,gas_only
2026-06-21T23:00:20,40.3,54.3,0,0,1,True,0,3,extreme_heat
2026-06-21T23:00:22,27.4,60.2,0,1,1,True,0,3,gas_only
2026-06-21T23:00:24,24.6,59.4,1,0,1,True,59,3,night_intrusion
2026-06-21T23:00:26,26.8,51.2,1,0,1,True,37,3,night_intrusion
2026-06-21T23:00:28,36.6,58.7,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:00:30,25.7,49.4,0,1,1,True,0,3,gas_only
2026-06-21T23:00:32,37.8,62.4,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:00:34,26.6,45.7,0,1,1,True,0,3,gas_only
2026-06-21T23:00:36,26.6,54.2,1,1,1,True,29,3,gas_and_intrusion
2026-06-21T23:00:38,28.4,59.5,0,1,1,True,0,3,gas_only
2026-06-21T23:00:40,40.2,63.1,1,0,1,True,29,3,extreme_heat
2026-06-21T23:00:42,26.5,54.8,0,1,1,True,0,3,gas_only
2026-06-21T23:00:44,36.7,48.7,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:00:46,40,63.8,0,0,1,True,0,3,extreme_heat
2026-06-21T23:00:48,25.2,56.9,0,1,1,True,0,3,gas_only
2026-06-21T23:00:50,36.5,55.8,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:00:52,41.3,60.2,0,0,1,True,0,3,extreme_heat
2026-06-21T23:00:54,24.9,61.1,1,1,1,True,45,3,gas_and_intrusion
2026-06-21T23:00:56,40.6,46.2,1,0,1,True,59,3,extreme_heat
2026-06-21T23:00:58,42.4,54.6,0,0,1,True,0,3,extreme_heat
2026-06-21T23:01:00,44.0,55.2,0,0,1,True,0,3,extreme_heat
2026-06-21T23:01:02,38.5,59.8,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:01:04,37.9,52.7,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:01:06,28.6,42.6,0,1,1,True,0,3,gas_only
2026-06-21T23:01:08,25.8,52.1,0,1,1,True,0,3,gas_only
2026-06-21T23:01:10,28.5,50.9,1,0,1,True,44,3,night_intrusion
2026-06-21T23:01:12,28.0,57.1,1,0,1,True,53,3,night_intrusion
2026-06-21T23:01:14,26.3,50.7,1,0,1,True,43,3,night_intrusion
2026-06-21T23:01:16,26.8,55.4,0,1,1,True,0,3,gas_only
2026-06-21T23:01:18,23.7,56.0,0,1,1,True,0,3,gas_only
2026-06-21T23:01:20,25.9,40,0,1,1,True,0,3,gas_only
2026-06-21T23:01:22,28.0,55.1,1,0,1,True,15,3,night_intrusion
2026-06-21T23:01:24,24.6,57.2,1,0,1,True,59,3,night_intrusion
2026-06-21T23:01:26,40.2,48.0,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:01:28,28.9,59.8,0,1,1,True,0,3,gas_only
2026-06-21T23:01:30,37.6,51.1,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:01:32,25.6,50.6,1,0,1,True,54,3,night_intrusion
2026-06-21T23:01:34,38.6,54.6,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:01:36,35.5,65.3,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:01:38,27.1,64.1,1,0,1,True,34,3,night_intrusion
2026-06-21T23:01:40,24.8,64.3,0,1,1,True,0,3,gas_only
2026-06-21T23:01:42,25.6,50.6,0,1,1,True,0,3,gas_only
2026-06-21T23:01:44,28.3,50.8,1,0,1,True,40,3,night_intrusion
2026-06-21T23:01:46,24.6,59.9,1,0,1,True,55,3,night_intrusion
2026-06-21T23:01:48,40.0,57.4,1,1,1,True,39,3,gas_and_intrusion
2026-06-21T23:01:50,24.2,66.7,1,0,1,True,48,3,night_intrusion
2026-06-21T23:01:52,23.5,50.5,0,1,1,True,0,3,gas_only
2026-06-21T23:01:54,40.5,47.9,0,0,1,True,0,3,extreme_heat
2026-06-21T23:01:56,40.1,56.9,1,0,1,True,18,3,extreme_heat
2026-06-21T23:01:58,25.3,51.5,1,1,1,True,33,3,gas_and_intrusion
2026-06-21T23:02:00,27.2,53.8,0,1,1,True,0,3,gas_only
2026-06-21T23:02:02,36.4,51.9,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:02:04,25.7,47.0,1,0,1,True,54,3,night_intrusion
2026-06-21T23:02:06,36.8,55.1,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:02:08,40,53.2,0,0,1,True,0,3,extreme_heat
2026-06-21T23:02:10,43.1,54.0,0,0,1,True,0,3,extreme_heat
2026-06-21T23:02:12,27.1,54.1,0,1,1,True,0,3,gas_only
2026-06-21T23:02:14,43.9,60.0,0,0,1,True,0,3,extreme_heat
2026-06-21T23:02:16,24.2,59.1,1,0,1,True,51,3,night_intrusion
2026-06-21T23:02:18,24.7,56.5,1,0,1,True,38,3,night_intrusion
2026-06-21T23:02:20,25.3,60.9,0,1,1,True,0,3,gas_only
2026-06-21T23:02:22,26.6,58.7,1,0,1,True,35,3,night_intrusion
2026-06-21T23:02:24,24.9,53.0,0,1,1,True,0,3,gas_only
2026-06-21T23:02:26,24.8,57.7,0,1,1,True,0,3,gas_only
2026-06-21T23:02:28,25.0,56.0,1,0,1,True,45,3,night_intrusion
2026-06-21T23:02:30,27.3,52.5,1,1,1,True,15,3,gas_and_intrusion
2026-06-21T23:02:32,40.4,57.7,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:02:34,25.9,63.2,0,1,1,True,0,3,gas_only
2026-06-21T23:02:36,27.0,53.7,0,1,1,True,0,3,gas_only
2026-06-21T23:02:38,26.1,56.5,1,0,1,True,32,3,night_intrusion
2026-06-21T23:02:40,23.7,52.1,0,1,1,True,0,3,gas_only
2026-06-21T23:02:42,24.2,56.8,1,1,1,True,35,3,gas_and_intrusion
2026-06-21T23:02:44,24.3,60.0,0,1,1,True,0,3,gas_only
2026-06-21T23:02:46,24.4,60.3,0,1,1,True,0,3,gas_only
2026-06-21T23:02:48,25.7,57.6,0,1,1,True,0,3,gas_only
2026-06-21T23:02:50,27.5,56.1,1,0,1,True,37,3,night_intrusion
2026-06-21T23:02:52,27.4,61.3,1,1,1,True,55,3,gas_and_intrusion
2026-06-21T23:02:54,36.2,56.0,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:02:56,26.6,58.0,1,0,1,True,54,3,night_intrusion
2026-06-21T23:02:58,38.0,50.5,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:03:00,25.0,53.4,0,1,1,True,0,3,gas_only
2026-06-21T23:03:02,41.3,54.2,0,0,1,True,0,3,extreme_heat
2026-06-21T23:03:04,36.8,56.0,0,1,1,True,0,3,gas_and_hot
2026-06-21T23:03:06,43.9,42.7,0,0,1,True,0,3,extreme_heat
2026-06-21T23:03:08,24.7,57.1,1,0,1,True,41,3,night_intrusion
2026-06-21T23:03:10,23.7,60.2,0,1,1,True,0,3,gas_only
