created_at,temperature,humidity,motion,gas,is_night,motion_duration_sec
2026-06-21T10:00:00,26.0,57.9,1,0,False,1
2026-06-21T10:00:02,25.2,63.3,0,0,False,0
2026-06-21T10:00:04,26.7,51.9,0,0,False,0
2026-06-21T10:00:06,25.6,58.4,0,0,False,0
2026-06-21T10:00:08,29.6,68.5,0,0,False,0
2026-06-21T10:00:10,26.3,41.6,0,0,False,0
2026-06-21T10:00:12,24.9,49.6,1,0,False,2
2026-06-21T10:00:14,27.4,48.1,0,0,False,0
2026-06-21T10:00:16,23.9,57.9,0,0,False,0
2026-06-21T10:00:18,25.9,62.8,0,0,False,0
2026-06-21T10:00:20,26.1,59.4,0,0,False,0
2026-06-21T10:00:22,26.5,56.0,0,0,False,0
2026-06-21T10:00:24,26.2,55.0,1,0,False,1
2026-06-21T10:00:26,26.8,53.7,1,0,False,1
2026-06-21T10:00:28,27.8,50.5,0,0,False,0
2026-06-21T10:00:30,26.7,47.5,0,0,False,0
2026-06-21T10:00:32,29.3,68.8,0,0,False,0
2026-06-21T10:00:34,25.9,50.3,1,0,False,2
2026-06-21T10:00:36,26.1,60.5,0,0,False,0
2026-06-21T10:00:38,26.1,56.9,1,0,False,1
2026-06-21T10:00:40,27.1,54.0,0,0,False,0
2026-06-21T10:00:42,26.8,54.2,0,0,False,0
2026-06-21T10:00:44,29.3,69.3,0,0,False,0
2026-06-21T10:00:46,26.9,52.5,0,0,False,0
2026-06-21T10:00:48,26.3,47.8,0,0,False,0
2026-06-21T10:00:50,23.9,53.7,0,0,False,0
2026-06-21T10:00:52,27.7,47.7,1,0,False,1
2026-06-21T10:00:54,25.6,48.6,0,0,False,0
2026-06-21T10:00:56,24.9,53.3,0,0,False,0
2026-06-21T10:00:58,26.1,55.1,0,0,False,0
2026-06-21T10:01:00,23.6,51.6,0,0,False,0
2026-06-21T10:01:02,29.3,52.4,1,0,False,1
2026-06-21T10:01:04,26.2,49.8,0,0,False,0
2026-06-21T10:01:06,26.8,54.6,0,0,False,0
2026-06-21T10:01:08,26.5,49.8,1,0,False,1
2026-06-21T10:01:10,29.6,53.9,0,0,False,0
2026-06-21T10:01:12,26.1,59.4,1,0,False,2
2026-06-21T10:01:14,25.4,58.1,1,0,False,1
2026-06-21T10:01:16,27.7,53.4,1,0,False,2
2026-06-21T10:01:18,25.5,59.7,0,0,False,0
2026-06-21T10:01:20,23.0,57.8,1,0,False,1
2026-06-21T10:01:22,24.9,48.9,0,0,False,0
2026-06-21T10:01:24,22.6,53.9,0,0,False,0
2026-06-21T10:01:26,27.4,64.4,1,0,False,2
2026-06-21T10:01:28,27.5,46.8,0,0,False,0
2026-06-21T10:01:30,23.6,55.2,0,0,False,0
2026-06-21T10:01:32,26.1,55.9,0,0,False,0
2026-06-21T10:01:34,23.9,57.2,1,0,False,1
2026-06-21T10:01:36,25.1,50.6,0,0,False,0
2026-06-21T10:01:38,25.3,56.8,1,0,False,1
2026-06-21T10:01:40,27.7,57.9,0,0,False,0
2026-06-21T10:01:42,27.8,60.4,0,0,False,0
2026-06-21T10:01:44,24.5,56.0,1,0,False,1
2026-06-21T10:01:46,26.0,58.5,0,0,False,0
2026-06-21T10:01:48,29.6,70.0,0,0,False,0
2026-06-21T10:01:50,24.3,55.4,0,0,False,0
2026-06-21T10:01:52,25.6,57.7,0,0,False,0
2026-06-21T10:01:54,29.5,68.6,0,0,False,0
2026-06-21T10:01:56,26.5,53.6,1,0,False,2
2026-06-21T10:01:58,25.1,51.8,1,0,False,1
2026-06-21T10:02:00,29.8,69.8,1,0,False,1
2026-06-21T10:02:02,26.4,49.7,0,0,False,0
2026-06-21T10:02:04,25.9,53.1,0,0,False,0
2026-06-21T10:02:06,26.9,55.7,0,0,False,0
2026-06-21T10:02:08,29.1,52.9,0,0,False,0
2026-06-21T10:02:10,27.5,56.3,0,0,False,0
2026-06-21T10:02:12,24.1,57.3,0,0,False,0
2026-06-21T10:02:14,30,69.2,0,0,False,0
2026-06-21T10:02:16,26.4,57.9,0,0,False,0
2026-06-21T10:02:18,25.9,55.5,0,0,False,0
2026-06-21T10:02:20,28.4,55.2,0,0,False,0
2026-06-21T10:02:22,26.5,49.4,0,0,False,0
2026-06-21T10:02:24,26.7,59.3,1,0,False,2
2026-06-21T10:02:26,25.9,46.7,0,0,False,0
2026-06-21T10:02:28,24.5,51.6,1,0,False,1
2026-06-21T10:02:30,24.3,58.9,0,0,False,0
2026-06-21T10:02:32,25.1,60.2,0,0,False,0
2026-06-21T10:02:34,23.3,46.2,0,0,False,0
2026-06-21T10:02:36,26.2,52.1,1,0,False,2
2026-06-21T10:02:38,23.5,54.2,1,0,False,1
2026-06-21T10:02:40,26.7,53.9,1,0,False,1
2026-06-21T10:02:42,26.0,62.8,0,0,False,0
2026-06-21T10:02:44,29.3,69.6,0,0,False,0
2026-06-21T10:02:46,29.7,55.2,0,0,False,0
2026-06-21T10:02:48,26.7,54.1,0,0,False,0
2026-06-21T10:02:50,25.6,50.1,1,0,False,2
2026-06-21T10:02:52,26.6,52.1,0,0,False,0
2026-06-21T10:02:54,28.0,59.2,0,0,False,0
2026-06-21T10:02:56,26.7,56.5,0,0,False,0
2026-06-21T10:02:58,27.0,47.9,1,0,False,1
2026-06-21T10:03:00,27.5,59.5,0,0,False,0
2026-06-21T10:03:02,28.0,52.3,1,0,False,2
2026-06-21T10:03:04,27.5,53.2,1,0,False,1
2026-06-21T10:03:06,26.6,48.7,0,0,False,0
2026-06-21T10:03:08,26.6,52.2,0,0,False,0
2026-06-21T10:03:10,24.3,62.7,0,0,False,0
2026-06-21T10:03:12,26.6,49.9,1,0,False,1
2026-06-21T10:03:14,25.5,47.6,0,0,False,0
2026-06-21T10:03:16,29.9,54.8,0,0,False,0
2026-06-21T10:03:18,25.7,54.1,1,0,False,2
2026-06-21T10:03:20,29.2,70,0,0,False,0
2026-06-21T10:03:22,29.8,69.0,1,0,False,1
2026-06-21T10:03:24,24.8,60.5,0,0,False,0
2026-06-21T10:03:26,26.8,62.1,0,0,False,0
2026-06-21T10:03:28,27.5,58.0,1,0,False,2
