created_at,temperature,humidity,motion,gas,alarm,is_night,motion_duration_sec,class,reason
2026-06-21T10:00:00,28.4,54.8,1,0,1,False,81,2,day_unusual_motion
2026-06-21T10:00:02,36.9,82.7,0,0,1,False,0,2,hot_humid
2026-06-21T10:00:04,25.9,50.5,1,0,0,False,13,0,normal
2026-06-21T10:00:06,37.8,84.7,0,0,1,False,0,2,hot_humid
2026-06-21T10:00:08,37.8,48.4,0,0,1,False,0,2,hot
2026-06-21T10:00:10,36.1,83.0,0,0,1,False,0,2,hot_humid
2026-06-21T10:00:12,36.0,82.5,0,0,1,False,0,2,hot_humid
2026-06-21T10:00:14,38.3,58.8,0,0,1,False,0,2,hot
2026-06-21T10:00:16,35.9,58.5,0,0,1,False,0,2,hot
2026-06-21T10:00:18,36.5,59.4,0,0,1,False,0,2,hot
2026-06-21T10:00:20,29.5,83.6,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:22,25.8,50.8,1,0,0,False,13,0,normal
2026-06-21T10:00:24,26.5,56.4,1,0,1,False,67,2,day_unusual_motion
2026-06-21T10:00:26,26.5,81.2,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:28,35.1,82.6,0,0,1,False,0,2,hot_humid
2026-06-21T10:00:30,35.1,84.2,0,0,1,False,0,2,hot_humid
2026-06-21T10:00:32,26.5,84.9,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:34,29.6,82.4,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:36,29.3,82.6,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:38,25.4,56.8,1,0,1,False,114,2,day_unusual_motion
2026-06-21T10:00:40,35.1,52.3,1,0,1,False,9,2,hot
2026-06-21T10:00:42,28.2,84.2,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:44,36.4,54.0,0,0,1,False,0,2,hot
2026-06-21T10:00:46,24.6,84.5,0,0,1,False,0,2,critical_humidity
2026-06-21T10:00:48,27.1,55.4,1,0,1,False,65,2,day_unusual_motion
2026-06-21T10:00:50,25.7,43.1,1,0,0,False,12,0,normal
2026-06-21T10:00:52,27.6,51.5,1,0,0,False,5,0,normal
2026-06-21T10:00:54,28.7,84.7,0,0,1,False,0,2,critical_humidity
